cod_prestacion,Frequency.1,codes,spanish description,english description,comment
2253,1,CCD00319N,ERITROBLASTOS % (EN SANGRE),,
2417,1,0121202140,"CULTIVO DE GERMENES NO HABITUALES ( LEGIONELLA, BORDETELLA, LEPTOSPIRA,...)",,
589,1,300113030207N0000426,IGE ESPECIFICA  PULPO,,
1340,1,300114080100N0000196,RT - PCR- BCR / ABL (LEUCEMIA MIELOIDE CRÓNICA),,
1760,1,30030901441623202000,"RM OSTEOARTICULAR , CODO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
1983,1,ANT000205,5-FLUORCITOSINA,,
2803,1,CCD00548N,PEPTIDO C 2ª TOMA (EN SANGRE),,
832,1,300113050000N0000707,AC ANTI CÉLULAS PARIETALES GÁSTRICAS,,
2110,1,CCD00140N,HEMOGLOBINA CORPUSCULAR MEDIA (EN SANGRE),,
165,1,0121209452,AC. ANTI-BORRELIA BURGDOFERI IGM METODO EIA,,
512,1,300113030204N0000253,IGE ESPECIFICA  AJO,,
708,1,300113030409N0001671,IGE RECOMBINANTE Phl p5b (Hierba Timotea),,
1073,1,300113120200U0000924,COPROPORFIRINAS HECES,,
1109,1,300113120600D0000960,POTASIO EN LIQUIDO DE DIALISIS,,
70,1,0121206160,AC. ANTI-VIRUS DE LA HEPATITIS D IGM METODO ELISA,,
2461,1,300113030207N0000411,IGE ESPECIFICA  CABALLA,,
233,1,0121812030,ACIDO FOLICO SIN EXTRACCION,,
43,1,0121205032,TEST DE GRAHAM (OXIUROS) (3ª MUESTRA),,
404,1,300113030100K0001314,ASPARTICO ORINA,,
528,1,300113030204N0000289,IGE ESPECIFICA  CHAMPIÑON,,
2708,1,300114029900N0000058,"INHIBIDOR DEL ACTIVADOR DEL PLASMINÓGENO1 (PAI1), ACTIVIDAD",,
2748,1,30031502380000000000,ESTUDIO MALFORMACION VASCULAR,,
105,1,0121209075,AC. ANTI-VIRUS DEL HERPES SIMPLE TIPO 2 IGM METODO EIA,,
2127,1,CCD00156N,LH BASAL (EN SANGRE),,
936,1,300113070100N0000803,METOTREXATO,,
2294,1,CCD00368K,POTASIO 3ª TOMA (EN ORINA),,
304,1,300113010000N0000051,OSMOLALIDAD MEDIDA,,
960,1,300113070200K0001092,METILEDIOXIMETAMFETAMINA (EXTASIS),,
2356,1,CCD00579N,RATIO NORMALIZADA (RATIO DRVVs / DRVVc) (EN SANGRE),,
39,1,0121205012,PARASITOS INTESTINALES (3),,
284,1,300113010000N0000027,CREATINCINASA-MB-ACTIVIDAD  (CK-MB-ACTIVIDAD),,
2354,1,CCD00577N,Tº VENENO VÍBORA RUSELL DILUIDO SCREENING EN RATIO (DRVVs) (EN SANGRE),,
2611,1,300113030100N0000149,PEPSINÓGENO,,
2529,1,30030600860707102000,"TC OSTEOARTICULAR , CLAVICULA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
2458,1,300113030204N0000328,IGE ESPECIFICA  LUPULO,,
2644,1,300113030204N0000382,IGE ESPECIFICA  ZANAHORIA,,
2198,1,CCD00231N,HEMOGLOBINA GLICADA A1 (HBA1) (EN SANGRE),,
2680,1,300113110000K0001093,COTININA (CUANTITATIVO),,
2177,1,CCD00208N,RELACIÓN PSA LIBRE/PSA TOTAL (EN SANGRE),,
2627,1,300113030100N0001186,VALINA SANGRE,,
1823,1,30030901501115801000,"RM ABDOMINAL, RIÑON AMBOS, SIN CONTRASTE",,
2334,1,CCD00439N,GLUCOSA 240 MIN (EN SANGRE),,
2271,1,CCD00340K,CILINDROS LEUCOCITARIOS (EN ORINA),,
422,1,300113030100N0000116,COMPLEMENTO C3,,
1151,1,300113121000H0000993,AMILASA EN LIQUIDO PLEURAL,,
138,1,0121209324,AC. ANTI-HTLV METODO EIA  IGG,,
1919,1,30031803600000000000,TRATAMIENTO PERCUTANEO NODULOS HEPATICOS,,
749,1,300113040000K0001299,ÁCIDO INDOL ACÉTICO 5 HIDROXI ORINA 24 HORAS,,
1260,1,300114029900N0000047,COLÁGENO EPINEFRINA,,
2462,1,300113030208N0000439,IGE ESPECIFICA  CORDERO,,
1751,1,30030901441320001000,"RM OSTEOARTICULAR , CADERA DERECHA/IZQUIERDA, SIN CONTRASTE",,
1352,1,30030100010707820000,"RX TORACICA, TORAX, PA Y LAT",,
2319,1,CCD00421N,ANCHO DISTRIBUCIÓN HEMOGLOBINA,,
1859,1,30030901560809002000,"RM DINAMICA, MAMA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
1048,1,300113110000N0000906,"XILOSA, D SANGRE",,
2743,1,30031202000000000000,TERAPIA PERIRRADICULAR,,
1281,1,300114030000N0000084,FÓRMULA LEUCOCITARIA,,
1031,1,300113110000N0000889,HISTAMINA SANGRE,,
1166,1,300113121100I0001013,CITRATO EN LIQUIDO SEMINAL,,
901,1,300113050000N0001237,AC ANTI CARDIOLIPINA IgA,,
2132,1,CCD00161N,LINFOCITOS ABSOLUTOS (EN SANGRE),,
217,1,0121211033,CARGA VIRAL VIRUS DE LA HEPATITIS E METODO PCR CUANT,,
1121,1,300113120600D0001324,LDH LÍQUIDO DIÁLISIS,,
1938,1,ANT000045,CEFIXIMA,,
942,1,300113070100N0000810,VALPROATO,,
1382,1,30030100031624220000,"RX ESQUELETO PERIFERICO, MANO AMBAS, PA Y LAT",,
712,1,300113030410N0001689,IGE RECOMBINANTE Pol d5 (Avispa),,
863,1,300113050000N0000739,AC ANTI MEMBRANA BASAL GLOMERULAR (AMBG),,
1263,1,300114029900N0000052,"FIBRINÓGENO, ACTIVIDAD",,
53,1,0121206050,HBS AC CUALITATIVO (ELISA),,
86,1,0121208030,AC. ANTI-TREPONEMA PALLIDUM TPHA METODO HMG,,
1828,1,30030901520606602000,"RM VASCULAR , CUELLO TRONCO SUPRAORTICO (TSA), SIN CONTRASTE Y CON CONTRASTE",,
407,1,300113030100N0000100,AMINOÁCIDOS CUALITATIVO SANGRE,,
1326,1,300114070200N0000252,CÉLULAS CD45 (RECUENTO),,
1389,1,30030100031624814000,"RX ESQUELETO PERIFERICO, MUÑECA AMBAS, DINAMICAS",,
2658,1,300113030216N0000582,IGE ESPECIFICA  ACEDERA,,
103,1,0121209072,AC. ANTI-VIRUS DEL HERPES SIMPLE TIPO 2 IGG METODO EIA,,
505,1,300113030203N0000235,IGE ESPECIFICA  PLUMAS DE POLLO,,
1641,1,30030600861927801000,"TC OSTEOARTICULAR , FEMUR AMBOS, SIN CONTRASTE",,
2796,1,CCD00454N,OSMOLALIDAD BASAL (EN SANGRE),,
60,1,0121206110,AC. ANTI-VIRUS DE LA HEPATITIS C METODO ELISA,,
2318,1,CCD00420N,ANCHO DISTRIBUCIÓN PLAQUETARIA,,
2753,1,30031703010000000000,ECOGRAFIA TRASRECTAL,,
2129,1,CCD00158N,LH 60 MIN (EN SANGRE),,
1168,1,300113121100I0001018,SEMINOGRAMA: VASECTOMÍA,,
1651,1,30030600861928801000,"TC OSTEOARTICULAR , RODILLA DERECHA/IZQUIERDA, SIN CONTRASTE",,
2606,1,300113030100K0000175,INMUNOGLOBULINA M (IGM) ORINA,,
1222,1,300114010100N0000001,FENOTIPO ERITROCITARIO Rh  COMPLETO,,
1296,1,300114040000N0000104,HAPTOGLOBINA,,
1598,1,30030600860706901000,"TC OSTEOARTICULAR , ARTICULACION ESTERNO-CLAVICULAR AMBAS, SIN CONTRASTE",,
1236,1,300114010200N0000013,ANTIGLOBULINA DIRECTA POLIESPECÍFICA  (POLIVALENTE),,
2543,1,30031302080000000000,INTERCONSULTA: INTERVENCIONISMO VASCULAR ARTERIAL DIAGNOSTICO,,
1864,1,30030901690000000000,INTERCONSULTA: RESONANCIA MAGNETICA,,
2311,1,CCD00400N,ESTRADIOL 17 ß BASAL (EN SANGRE),,
1086,1,300113120200U0001215,GRASAS EN HECES (CUALITATIVO),,
36,1,0121203080,IDENTIFICACION DE GRAHAM,,
2754,1,30031803420000000000,INYECCION TERAPEUTICA INTRAOSEA,,
405,1,300113030100K0001315,SERINA ORINA,,
433,1,300113030100N0000129,INMUNOCOMPLEJOS CIRCULANTES,,
501,1,300113030203N0000228,IGE ESPECIFICA  EXCREMENTOS PERIQUITO,,
1652,1,30030600861928802000,"TC OSTEOARTICULAR , RODILLA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
1982,1,ANT000200,ANFOTERICINA B,,
1753,1,30030901441320101000,"RM OSTEOARTICULAR , PELVIS OSEA, SIN CONTRASTE",,
1499,1,30030300500000000000,MAMOGRAFIA UNILATERAL,,
2222,1,CCD00260K,METILEDIOXIMETAMFETAMINA (EXTASIS) (EN ORINA),,
757,1,300113040000N0000629,ANGIOTENSINA I (ACTIVIDAD  RENINA PLASMÁTICA),,
2292,1,CCD00366K,POTASIO 1ª TOMA (EN ORINA),,
2368,1,CCD00596N,COMPONENTE MONOCLONAL EN SANGRE,,
858,1,300113050000N0000734,AC ANTI INSULINA,,
2069,1,CCD00093N,ERITROBLASTOS (EN SANGRE),,
194,1,0121209664,AC. ANTI-COXSACKIEVIRUS B IGM METODO ELISA,,
1600,1,30030600860707001000,"TC OSTEOARTICULAR , ARTICULACION ESTERNO-CLAVICULAR DERECHA/IZQUIERDA, SIN CONTRASTE",,
2527,1,30030500740912900000,"DOPPLER VENOSO , TRONCOS SUPRAAORTICOS",,
1129,1,300113120800F0000975,PROTEÍNAS TOTALES EN LIQUIDO PERICARDICO,,
2004,1,CCD00020N,ALFA 2 GLOBULINA (EN SANGRE),,
77,1,0121207020,AC. ANTI-VIRUS DE LA INMUNODEFICIENCIA HUMANA-1-2 METODO WB,,
582,1,300113030207N0000409,IGE ESPECIFICA  BOGAVANTE,,
2104,1,CCD00135N,GLUCOSA EN HIPOGLUCEMIA (EN SANGRE),,
750,1,300113040000K0001632,CATECOLAMINAS TOTALES ORINA 24 HORAS,,
775,1,300113040000N0000647,GLUCAGÓN,,
980,1,300113080100N0000842,PROTEÍNA RELACIONADA CON PTH (PTH like),,
413,1,300113030100N0000107,CADENA LIGERA KAPPA SANGRE,,
2486,1,300113100000N0001563,ESTUDIO GENÉTICO:CROMOSOMA X Fragil (PCR) gFMR1,,
261,1,300113010000N0000003,ALANINA-AMINOTRANSFERASA (GPT),,
746,1,300113040000K0001160,3-METOXITIRAMINA ORINA 24 HORAS,,
1674,1,30030600920000002000,"TC TORACO-ABDOMINO-PELVICO , SIN CONTRASTE Y CON CONTRASTE",,
1775,1,30030901441928801000,"RM OSTEOARTICULAR , RODILLA DERECHA/IZQUIERDA, SIN CONTRASTE",,
2377,1,MUE000117,EXUDADO CONJUNTIVAL IZQUIERDO,,
1309,1,300114050000S0000261,INMUNOFENOTIPO MÉDULA ÓSEA,,
1541,1,30030400690000000000,CONSULTA POR TELERRADIOLOGIA: ECOGRAFIA GENERAL,,
2638,1,300113030204N0000264,IGE ESPECIFICA  APIO,,
1158,1,300113121000H0001003,ESTUDIO CITOLÓGICO ERITROCITOS EN LIQUIDO PLEURAL,,
1895,1,30031602520000000000,CAMBIO CATETER VENOSO CENTRAL,,
1323,1,300114070200N0000160,CÉLULAS T TOTALES (RECUENTO),,
698,1,300113030404N0001720,IGE RECOMBINANTE RARA H 2 (CACAHUETE) F423,,
1443,1,30030100050100210000,"RX CRANEO/CARA, APOFISIS MASTOIDES DERECHA/IZQUIERDA, AP, LAT Y OBLICUA",,
1378,1,30030100031624006000,"RX ESQUELETO PERIFERICO, HUMERO AMBOS, AP Y LAT",,
1030,1,300113110000N0000888,FOSFATASA ALCALINA TOTAL INTESTINAL,,
1467,1,30030100110000000000,SERIE OSEA ARTICULAR,,
1934,1,ANT000035,AZITROMICINA,,
2794,1,CCD00450N,SODIO 120 MIN (EN SANGRE),,
2286,1,CCD00360N,INDICE RIESGO TRISOMIA 18 (EN SANGRE),,
1284,1,300114030000N0000087,HEMOGRAMA Y FÓRMULA AUTOMATIZADOS,,
1761,1,30030901441623801000,"RM OSTEOARTICULAR , HOMBRO AMBOS, SIN CONTRASTE",,
279,1,300113010000N0000022,COLESTEROL VLDL CALCULADO,,
2393,1,MUE000179,"ORINA, SONDAJE",,
1773,1,30030901441928701000,"RM OSTEOARTICULAR , RODILLA AMBAS, SIN CONTRASTE",,
1217,1,300113121400X0001614,PÉPTIDO NATRIURÉTICO (BNP) LÍQUIDOS BIOLÓGICOS S.E,,
2399,1,MUE000291,EXUDADO RECTO VAGINAL,,
408,1,300113030100N0000102,ANTI ESTREPTOLISINA-O,,
1566,1,30030500741928300000,"DOPPLER VENOSO , MIEMBRO INFERIOR AMBOS",,
2371,1,COOMBSDIR,COOMBS DIRECTO,,
618,1,300113030211N0001109,"IGE ESPECIFICA GRAMA,FESTUCA E,LOLLIUM P,PHLEUM P,ESPIGUILLA",,
2217,1,CCD00255K,COCAINA (EN ORINA),,
1324,1,300114070200N0000161,CELULAS NK (RECUENTO),,
526,1,300113030204N0000287,IGE ESPECIFICA ALIMENTOS ORIGEN VEGETAL : CENTENO,,
2013,1,CCD00031N,BE EXCESO DE BASE (EN SANGRE),,
1663,1,30030600870000001000,"TC TORACICO, SIN CONTRASTE",,
594,1,300113030207N0000433,IGE ESPECIFICA MEJILLON,,
989,1,300113090000N0001235,HLA-DQ 8,,
1017,1,300113110000K0001301,COPROPORFIRINAS ORINA 24 HORAS,,
1308,1,300114050000S0000260,HIBRIDACIÓN IN SITU MÉDULA ÓSEA,,
100,1,0121209062,AC. ANTI-VIRUS DEL HERPES SIMPLE TIPO 1 IGG METODO ELISA,,
1930,1,ANT000025,AMOXICILINA / CLAVULÁNICO,,
33,1,0121203070,IDENTIFICACION DE PARASITOS,,
387,1,300113030100K0000179,PIRIDINOLINAS,,
1860,1,30030901630000001000,"RM CUERPO ENTERO ESTUDIO METASTASICO, SIN CONTRASTE",,
1310,1,300114060000N0000133,"FOSFATASAS ÁCIDAS, TINCIÓN",,
1537,1,30030400650000000000,ECOGRAFIA TORACICA,,
1442,1,30030100050100110000,"RX CRANEO/CARA, APOFISIS MASTOIDES AMBAS, AP, LAT Y OBLICUA",,
2568,1,CCD00388N,PROLACTINA 1ª TOMA (EN SANGRE),,
275,1,300113010000N0000018,COLESTEROL HDL,,
878,1,300113050000N0000755,AC ANTI TIROSIN FOSFATASA (IA2),,
1795,1,30030901451624802000,"ARTRO RM, MUÑECA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
1163,1,300113121000H0001427,RECUENTO LEUCOCITOS LÍQUIDO PLEURAL,,
2454,1,300113030204N0000293,IGE ESPECIFICA  COCO,,
251,1,0222203010,GAMMAGRAFIA TIROIDEA CON  TECNECIO,,
2056,1,CCD00075N,CORTISOL 45 MIN  (EN SANGRE),,
716,1,300113030412N0001692,IGE RECOMBINANTE Hev b1 (Látex-NO Reactiv.Cruz),,
412,1,300113030100N0000106,BANDAS OLIGOCLONALES,,
898,1,300113050000N0001211,AC. ANTI PEROXIDASA TIROIDEA,,
1798,1,30030901451928802000,"ARTRO RM, RODILLA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
968,1,300113080100N0000829,AG CA 549 (AG CARBOHIDRATADO  549),,
2288,1,CCD00362N,INDICE RIESGO DEFECTO CANAL NEURAL (EN SANGRE),,
9,1,0121202005,CULTIVO STREPTOCOCCUS AGALACTIAE,,
1714,1,30030701210000000000,INTERCONSULTA: TC PEDIATRICO,,
2673,1,300113070100N0001459,CLOZAPINA,,
1283,1,300114030000N0000086,HEMATOCRITO AISLADO,,
2180,1,CCD00211N,SODIO (EN SANGRE),,
1517,1,30030400620000000000,ECOGRAFIA OBSTETRICIA (2º-3º TRIMESTRE),,
593,1,300113030207N0000432,IGE ESPECIFICA LENGUADO,,
786,1,300113040000N0000658,PROGESTERONA,,
1618,1,30030600861623202000,"TC OSTEOARTICULAR , CODO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
1456,1,30030100060000000000,RX DENTAL INTRAORAL,,
454,1,300113030100N0000152,PROTEÍNA A PLASMÁTICA ASOCIADA AL EMBARAZO (PAPP-A),,
2281,1,CCD00353T,CISTINA % (CÁLCULOS RENALES),,
879,1,300113050000N0000756,AC ANTI TRANSGLUTAMINASA,,
2584,1,0121209322,AC. ANTI-HTLV METODO EIA,,
1005,1,300113110000K0000909,COPROPORFIRINAS,,
2002,1,CCD00018K,ALFA 2 (EN ORINA),,
1612,1,30030600861320402000,"TC OSTEOARTICULAR , SACROILIACAS, SIN CONTRASTE Y CON CONTRASTE",,
1957,1,ANT000105,GENTAMICINA,,
1875,1,30031101920000000000,INTERCONSULTA: NEUROINTERVENCIONISMO VASCULAR TERAPEUTICO,,
336,1,300113020000K0000079,MAGNESIO,,
2778,1,CCD00288N,AC ANTI CENP-B (EN SANGRE),,
1785,1,30030901442029901000,"RM OSTEOARTICULAR , PIERNA AMBAS, SIN CONTRASTE",,
543,1,300113030204N0000337,IGE ESPECIFICA  MELOCOTON,,
2496,1,300113120900G0000981,ALFA-FETO-PROTEINA EN LIQUIDO PERITONEAL,,
2152,1,CCD00181K,NITRITOS (EN ORINA),,
1387,1,30030100031624520000,"RX ESQUELETO PERIFERICO, METACARPO DERECHO/IZQUIERDO, PA Y LAT",,
893,1,300113050000N0001098,AC ANTI TIROCINASA MÚSCULO ESP (MUSK),,
2373,1,IBT,INDICE TOBILLO BRAZO,,
295,1,300113010000N0000040,GASOMETRÍA VENOSA,,
857,1,300113050000N0000733,AC ANTI INMUNOGLOBULINA A,,
1188,1,300113121300M0001033,INMUNOGLOBULINA A SECRETORA EN SALIVA,,
1141,1,300113120900G0000987,LACTATO-DESHIDROGENASA (LDH) EN LIQUIDO PERITONEAL,,
104,1,0121209074,AC. ANTI-VIRUS DEL HERPES SIMPLE TIPO 1 IGM METODO EIA,,
743,1,300113040000K0000688,PREGNANDIOL,,
1428,1,30030100031929323000,"RX ESQUELETO PERIFERICO, TOBILLO AMBOS, VARO/VALGO",,
2675,1,300113090000N0001247,HLA C (BIOLOGÍA MOLECULAR),,
296,1,300113010000N0000043,GLUCOSA (SANGRE),,
475,1,300113030201N0000182,IGE ESPECIFICA  AMPICILINA,,
678,1,300113030300N0001551,PRECIPITINAS FRENTE ANTIGENO AVIARIO,,
663,1,300113030218N0000614,IGE ESPECIFICA  FLUIDO SEMINAL,,
179,1,0121209570,AC PALUDISMO  (IFI),,
779,1,300113040000N0000651,IGF1 (SOMATOMEDINA C),,
2078,1,CCD00104I,FORMAS MUERTAS (EN LIQUIDO SEMINAL),,
2485,1,300113100000N0000870,GEN ENFERMEDAD DE GILBERT,,
2363,1,CCD00589N,TESTOSTERONA BIODISPONIBLE (EN SANGRE),,
1355,1,30030100020000013000,"RX ABDOMINAL, DECUBITO LATERAL CON RAYO HORIZONTAL",,
457,1,300113030100N0000155,PROTEÍNA CATIÓNICA EOSINOFÍLICA,,
2599,1,0121812360,RECEPTORES DE TSH SIN EXTRACCION,,
1325,1,300114070200N0000162,SCREENING DE POBLACIONES LINFOCITARIAS,,
607,1,300113030209N0000458,IGE ESPECIFICA  LOLLIUM PERENNE (BALLICO),,
111,1,0121209102,AC. ANTI-ECHOVIRUS METODO FC,,
675,1,300113030300N0001539,IgG ESPECIFICA CLARA DE HUEVO,,
72,1,0121206170,HEV AC  IGG  (ELISA),,
1246,1,300114020100N0000027,FACTOR VII,,
2512,1,300114060000N0000139,"PAS, TINCIÓN  (ÁCIDO PERIÓDICO SCHIFF)",,
2688,1,300113120900G0001513,HEMATOCRITO LIQUIDO PERITONEAL,,
1096,1,300113120500C0000949,ESTUDIO CITOLÓGICO ERITROCITOS EN LCR,,
1507,1,30030400571320000000,"ECOGRAFIA ARTICULAR, CADERA DERECHA/IZQUIERDA",,
2003,1,CCD00019N,ALFA 2 GLOBULINA (%) (EN SANGRE),,
2269,1,CCD00338K,CILINDROS HIALINOGRANULOSOS (EN ORINA),,
1107,1,300113120600D0000958,CREATININA EN LIQUIDO DE DIALISIS,,
1523,1,30030400630505900000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, TIROIDES",,
31,1,0121203041,IDENTIFICACION DE HONGOS (2),,
2706,1,300114020100N0000249,FACTOR XIII ANTIGÉNICO,,
2597,1,0121812180,ERITROPOYETINA CON EXTRACCION,,
682,1,300113030402N0001662,IGE RECOMBINANTE Der p10 (Tropomiosina),,
2383,1,MUE000132,EXUDADO NASAL,,
2499,1,300113121400X0001291,BILIRRUBINA LÍQUIDOS BIOLÓGICOS S.E,,
2605,1,300113030100K0000173,INMUNOGLOBULINA A (IGA) ORINA,,
2691,1,300113121000H0001521,DIMERO D LÍQUIDO PLEURAL,,
200,1,01212096672,AC. ANTI-TRICHINELLA ESPIRALIS METODO ELISA IGM,,
2444,1,300113020000K0000073,CUERPOS REDUCTORES,,
2804,1,CCD00576N,STACLOT - LA (EN SANGRE),,
2806,1,OTPRINRAJPAU,DETERMINACIÓN DE INR Y EL AJUSTE DE LA PAUTA DEL TRATAMIENTO ANTICOAGULANTE,,
325,1,300113020000K0000065,CITRATO,,
469,1,300113030100N0001313,HIDROXIPROLINA,,
1961,1,ANT000116,LEVOFLOXACINO (2),,
2162,1,CCD00192N,PLAQUETAS (EN SANGRE),,
95,1,0121209030,AC RUBEOLA TOTALES (ELISA),,
2724,1,30030200201623100000,"ARTROGRAFIA, CODO AMBOS",,
946,1,300113070100N0001456,AMIODARONA,,
2297,1,CCD00382N,FSH 1ª TOMA (EN SANGRE),,
2058,1,CCD00077N,CORTISOL 90 MIN  (EN SANGRE),,
2684,1,300113120500C0000952,LACTATO-DESHIDROGENASA (LDH) EN LCR,,
2678,1,300113090000N0001253,HLA DQ (B) ALTA RESOLUCIÓN (BIOLOGÍA MOLECULAR),,
1519,1,30030400630203800000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, OJOS DERECHO/IZQUIERDO",,
1555,1,30030500731217000000,"DOPPLER  ARTERIAL, ARTERIA AORTO-ILIACA",,
605,1,300113030209N0000455,IGE ESPECIFICA  FESTUCA ELATIOR,,
1984,1,ANT000210,FLUCONAZOL,,
2241,1,CCD00294N,GONADOTROPINA CORIONICA LIBRE (BETA HCG LIBRE),,
1654,1,30030600861929002000,"TC OSTEOARTICULAR , ROTULA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
1967,1,ANT000131,OXACILINA (2),,
2474,1,300113050000N0000713,AC ANTI ESPERMA,,
67,1,0121206140,AG. VIRUS DE LA HEPATITIS D METODO ELISA,,
2361,1,CCD00587N,INDICE ANDROGENICO LIBRE (EN SANGRE),,
135,1,0121209300,AC. ANTI-PARVOVIRUS B19 IGG METODO ELISA,,
715,1,300113030410N0001712,IGE RECOMBINANTE RVES V 1 PHOSPHOLIPASE A1 (AVISPA) I211,,
1385,1,30030100031624322000,"RX ESQUELETO PERIFERICO, MANO DERECHA/IZQUIERDA, UNA PROYECCION",,
1401,1,30030100031927615000,"RX ESQUELETO PERIFERICO, DEDOS PIE AMBOS, EN CARGA",,
1149,1,300113120900G0001515,PROTEINA C REACTIVA (PCR) LIQUIDO PERITONEAL,,
1432,1,30030100040404306000,"RX RAQUIS, RAQUIS CERVICAL, AP Y LAT",,
886,1,300113050000N0000764,ANTI TR,,
920,1,300113070100K0000813,ETANOL ORINA,,
464,1,300113030100N0001117,TRANSFERRINA DEFICIENTE EN CARBOHIDRATOS (CDT),,
2502,1,300114010200N0000021,NEUTRALIZACIÓN ANTICUERPOS IgM,,
297,1,300113010000N0000044,HEMOGLOBINA GLICADA A1c (HbA1c),,
1504,1,30030300550000000000,DIAGNOSTICO POR TELERRADIOLOGIA: RADIOLOGIA MAMA,,
518,1,300113030204N0000268,IGE ESPECIFICA ALIMENTOS ORIGEN VEGETAL : AVENA,,
27,1,0121203011,IDENTIFICACION DE BACTERIAS (2),,
821,1,300113050000N0000695,AC ANTI ANTÍGENO Ro (SS/A),,
123,1,0121209203,AC. ANTI-ADENOVIRUS IGM METODO EIA,,
1060,1,300113110000N0001280,INDICE DE RIESGO BIOQUIMICO PRIMER TRIMESTRE EMBARAZO,,
2586,1,0121209461,AC. ANTI-BORRELIA BURGDOFERRI IGG METODO WESTERN BLOT,,
1286,1,300114030000N0000089,"RETICULOCITOS, RECUENTO AUTOMÁTICO",,
240,1,0121812300,PARATHORMONA TOTAL (INTACTA) SIN EXTRACCION,,
1446,1,30030100050100800000,"RX CRANEO/CARA, CARA",,
2134,1,CCD00163N,METAMIELOCITOS FROTIS (EN SANGRE),,
2642,1,300113030204N0000309,IGE ESPECIFICA  GRANADA,,
1731,1,30030901410203501000,"RM CABEZA Y CUELLO, HIPOFISIS, SIN CONTRASTE",,
2400,1,MUE000293,MUESTRA PERIANAL,,
2397,1,MUE000269,HECES,,
827,1,300113050000N0000701,AC ANTI CANALES DEL CALCIO,,
227,1,0121601030,CITOLOGIA EXFOLIATIVA GINECOLOGICA CON INTERPRETACION DEL MEDICO.,,
1195,1,300113121400X0001045,LACTATO-DESHIDROGENASA (LDH) EN LIQUIDOS BIOLOGICOS S.E.,,
1028,1,300113110000N0000885,FOSFATASA ALCALINA FRAC.ÓSEA,,
1225,1,300114010100N0000004,TÉCNICA DU   (PRUEBA PARA Rho VARIANTE Du),,
2375,1,MUE000113,EXUDADO CAVIDAD ORAL,,
168,1,0121209480,AC. ANTI-LEGIONELLA PNEUMOPHILA IGG METODO IFI,,
1552,1,30030500721421500000,"DOPPLER ORGANOS/PARTES BLANDAS, TESTICULOS",,
1711,1,30030601060000000000,DIAGNOSTICO POR TELERRADIOLOGIA: TC,,
1546,1,30030500721113600000,"DOPPLER ORGANOS/PARTES BLANDAS, ABDOMEN",,
2133,1,CCD00162N,LINFOCITOS FROTIS (EN SANGRE),,
2725,1,30030200201624800000,"ARTROGRAFIA, MUÑECA AMBAS",,
714,1,300113030410N0001691,IGE RECOMBINANTE Api m1 (Abeja),,
66,1,0121206131,AC. ANTI-VIRUS DE LA HEPATITIS C METODO MEIA,,
149,1,0121209401,AC. IGG AVIDEZ TOXOPLASMA,,
1997,1,CCD00011N,ALBÚMINA (%) (EN SANGRE),,
181,1,0121209572,AC PALUDISMO (IFI) IGM,,
372,1,300113020000K0001087,SODIO EN 24 HORAS,,
1367,1,30030100031320005000,"RX ESQUELETO PERIFERICO, CADERA DERECHA/IZQUIERDA, AP Y AXIAL",,
1802,1,30030901460707502000,"RM TORACICA, ESTERNON-CLAVICULA, SIN CONTRASTE Y CON CONTRASTE",,
911,1,300113050000N0001705,AC ANTI GLIADINA DEAMINADA IgA,,
2062,1,CCD00086K,DENSIDAD (EN ORINA),,
2421,1,0121207012,AC. ANTI-VIRUS DE LA INMUNODEFICIENCIA HUMANA 2 METODO WB,,
40,1,0121205020,PARASITOS EN SANGRE Y OTRAS MUESTRAS,,
962,1,300113070200K0001733,ANFETAMINA-METANFETAMINA,,
224,1,0121211090,DNA MYCOBACTERIUM TUBERCULOSIS METODO PCR,,
939,1,300113070100N0000807,TEOFILINA,,
460,1,300113030100N0000158,TRANSFERRINA SANGRE,,
620,1,300113030212N0000483,IGE ESPECIFICA  ALFA-AMILASA,,
2337,1,CCD00500N,UREA BASAL (EN SANGRE),,
1353,1,30030100020000004000,"RX ABDOMINAL, AP",,
2369,1,CCD00597N,COMPONENTE MONOCLONAL % EN SANGRE,,
953,1,300113070200K0000817,BARBITÚRICOS ORINA,,
1298,1,300114040000N0000106,"HEMOGLOBINA F, (KLEINHAUER, MÉTODO DE)",,
305,1,300113010000N0000052,POTASIO,,
2346,1,CCD00535N,a/A pO2,,
588,1,300113030207N0000423,IGE ESPECIFICA  MERLUZA,,
2122,1,CCD00153N,LACTATO EN GASOMETRÍA,,
2540,1,30030901480000002000,"RM CARDIACA DE ESTRES FARMACOLOGICO, SIN CONTRASTE Y CON CONTRASTE",,
