cie9p,Frequency.3,codes,spanish description,english description,comment
0H88XZZ        ,9,Unknown,Unknown,,
80.32          ,9,Unknown,Unknown,,
0T7D0ZZ        ,9,Unknown,Unknown,,
04H04DZ        ,9,Unknown,Unknown,,
08QX3ZZ        ,9,Unknown,Unknown,,
015D3ZZ        ,9,Unknown,Unknown,,
10T28ZZ        ,9,Unknown,Unknown,,
16.51          ,9,Unknown,Unknown,,
0TUD4JZ        ,9,Unknown,Unknown,,
0LSQ0ZZ        ,9,Unknown,Unknown,,
0J9N0ZZ        ,9,Unknown,Unknown,,
08U83KZ        ,9,Unknown,Unknown,,
4A033B3        ,9,Unknown,Unknown,,
62.42          ,9,161,EXTIRPACION DE TESTICULO RESTANTE,,
0PT10ZZ        ,9,Unknown,Unknown,,
F07L3ZZ        ,9,Unknown,Unknown,,
5A02110        ,9,Unknown,Unknown,,
098L7ZZ        ,9,Unknown,Unknown,,
0SBQ3ZZ        ,9,Unknown,Unknown,,
0FQ00ZZ        ,9,Unknown,Unknown,,
24.12          ,9,Unknown,Unknown,,
2W2MX4Z        ,9,Unknown,Unknown,,
F13Z1ZZ        ,9,Unknown,Unknown,,
BQ3GZZZ        ,9,Unknown,Unknown,,
0BCC0ZZ        ,8,Unknown,Unknown,,
0D778DZ        ,8,Unknown,Unknown,,
0DCQ7ZZ        ,8,Unknown,Unknown,,
XW03321        ,8,Unknown,Unknown,,
0QH335Z        ,8,Unknown,Unknown,,
F08Z0ZZ        ,8,Unknown,Unknown,,
0H99XZZ        ,8,Unknown,Unknown,,
C030YZZ        ,8,Unknown,Unknown,,
0RG20Z0        ,8,Unknown,Unknown,,
0QPHX5Z        ,8,Unknown,Unknown,,
B2061ZZ        ,8,Unknown,Unknown,,
CW1NGZZ        ,8,Unknown,Unknown,,
0QSF34Z        ,8,Unknown,Unknown,,
BQ42ZZZ        ,8,Unknown,Unknown,,
0BB18ZZ        ,8,Unknown,Unknown,,
BU3CZZZ        ,8,Unknown,Unknown,,
0JBC3ZZ        ,8,Unknown,Unknown,,
04L94DZ        ,8,Unknown,Unknown,,
0WBMXZZ        ,8,Unknown,Unknown,,
0QH804Z        ,8,Unknown,Unknown,,
0DHP8DZ        ,8,Unknown,Unknown,,
0SCD0ZZ        ,8,Unknown,Unknown,,
0V990ZZ        ,8,Unknown,Unknown,,
3E0X3GC        ,8,Unknown,Unknown,,
0BQK0ZZ        ,8,Unknown,Unknown,,
0T9D00Z        ,8,Unknown,Unknown,,
34.89          ,8,Unknown,Unknown,,
B31FYZZ        ,8,Unknown,Unknown,,
04.06          ,8,1317,OTRAS GANGLIONECTOMIAS CRANEALES O PERIFERICAS,,
07BJ4ZX        ,8,Unknown,Unknown,,
06LB3DZ        ,8,Unknown,Unknown,,
39.24          ,8,Unknown,Unknown,,
0LX60ZZ        ,8,Unknown,Unknown,,
BL31ZZZ        ,8,Unknown,Unknown,,
0DNK0ZZ        ,8,Unknown,Unknown,,
0W3C0ZZ        ,8,Unknown,Unknown,,
0SS90ZZ        ,8,Unknown,Unknown,,
0SWBXJZ        ,8,Unknown,Unknown,,
0RCJ4ZZ        ,8,Unknown,Unknown,,
59.21          ,8,632,BIOPSIA DE TEJIDO PERIRRENAL O PERIVESICAL,,
01BG0ZX        ,8,Unknown,Unknown,,
0DBH4ZZ        ,8,Unknown,Unknown,,
61.92          ,8,1537,ESCISION DE LESION DE TUNICA VAGINAL SALVO HIDROCELE,,
0PP304Z        ,8,Unknown,Unknown,,
0HNFXZZ        ,8,Unknown,Unknown,,
0HR4X74        ,8,Unknown,Unknown,,
015Q3ZZ        ,8,Unknown,Unknown,,
0JRK07Z        ,8,Unknown,Unknown,,
0890XZZ        ,8,Unknown,Unknown,,
0Y6M0Z6        ,8,Unknown,Unknown,,
44.91          ,8,Unknown,Unknown,,
0DT54ZZ        ,8,Unknown,Unknown,,
0RNL4ZZ        ,8,Unknown,Unknown,,
0J973ZZ        ,8,Unknown,Unknown,,
09TL0ZZ        ,8,Unknown,Unknown,,
BP4MZZZ        ,8,Unknown,Unknown,,
0MS40ZZ        ,8,Unknown,Unknown,,
78.39          ,8,Unknown,Unknown,,
02130AW        ,8,Unknown,Unknown,,
02B43ZZ        ,8,Unknown,Unknown,,
0BBD4ZX        ,8,Unknown,Unknown,,
0J0M3ZZ        ,8,Unknown,Unknown,,
041L0ZL        ,8,Unknown,Unknown,,
16.29          ,8,1385,OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE ORBITA Y GLOBO,,
0FR94JZ        ,8,Unknown,Unknown,,
B522ZZZ        ,8,Unknown,Unknown,,
0U904ZZ        ,8,Unknown,Unknown,,
0T763DZ        ,8,Unknown,Unknown,,
0K8S0ZZ        ,8,Unknown,Unknown,,
0SPF34Z        ,8,Unknown,Unknown,,
0MNP4ZZ        ,8,Unknown,Unknown,,
04B00ZZ        ,8,Unknown,Unknown,,
02B70ZK        ,8,Unknown,Unknown,,
0FQ90ZZ        ,8,Unknown,Unknown,,
2W3RX2Z        ,8,Unknown,Unknown,,
0Y6V0Z1        ,8,Unknown,Unknown,,
0CBM7ZZ        ,8,Unknown,Unknown,,
0T9100Z        ,8,Unknown,Unknown,,
0YBL0ZZ        ,8,Unknown,Unknown,,
09RA0KZ        ,8,Unknown,Unknown,,
06PY3DZ        ,8,Unknown,Unknown,,
0QB60ZX        ,8,Unknown,Unknown,,
0HCU0ZZ        ,8,Unknown,Unknown,,
04H03DZ        ,8,Unknown,Unknown,,
B52TYZZ        ,8,Unknown,Unknown,,
0H9V00Z        ,8,Unknown,Unknown,,
0QHC04Z        ,8,Unknown,Unknown,,
0LB80ZX        ,8,Unknown,Unknown,,
0C960ZZ        ,8,Unknown,Unknown,,
0TUC7KZ        ,8,Unknown,Unknown,,
51.34          ,8,Unknown,Unknown,,
0SSQ0ZZ        ,8,Unknown,Unknown,,
2W1EX6Z        ,8,Unknown,Unknown,,
0VSB0ZZ        ,8,Unknown,Unknown,,
02RF07Z        ,8,Unknown,Unknown,,
0BTK0ZZ        ,8,Unknown,Unknown,,
0SPM04Z        ,8,Unknown,Unknown,,
0DTS4ZZ        ,8,Unknown,Unknown,,
0G9G3ZX        ,8,Unknown,Unknown,,
0DCB0ZZ        ,8,Unknown,Unknown,,
0SG047J        ,8,Unknown,Unknown,,
0SRS03A        ,8,Unknown,Unknown,,
015L4ZZ        ,8,Unknown,Unknown,,
0Y6M0Z8        ,8,Unknown,Unknown,,
9WB7XLZ        ,8,Unknown,Unknown,,
0TY10Z1        ,8,Unknown,Unknown,,
3E0H8GC        ,8,Unknown,Unknown,,
B31C1ZZ        ,8,Unknown,Unknown,,
0T9470Z        ,8,Unknown,Unknown,,
0UBGXZZ        ,8,Unknown,Unknown,,
0BBF0ZX        ,8,Unknown,Unknown,,
0CCM8ZZ        ,8,Unknown,Unknown,,
0QRH07Z        ,8,Unknown,Unknown,,
0M514ZZ        ,8,Unknown,Unknown,,
0DNT0ZZ        ,8,Unknown,Unknown,,
04QY0ZZ        ,8,Unknown,Unknown,,
0FB24ZX        ,8,Unknown,Unknown,,
98.27          ,8,Unknown,Unknown,,
08QY0ZZ        ,8,Unknown,Unknown,,
0T538ZZ        ,8,Unknown,Unknown,,
0T978ZX        ,8,Unknown,Unknown,,
0WB8XZZ        ,8,Unknown,Unknown,,
89.23          ,8,Unknown,Unknown,,
0WHQ7YZ        ,8,Unknown,Unknown,,
99.92          ,8,Unknown,Unknown,,
0BT80ZZ        ,8,Unknown,Unknown,,
0BB10ZZ        ,8,Unknown,Unknown,,
0RPL0JZ        ,8,Unknown,Unknown,,
0VR90JZ        ,8,Unknown,Unknown,,
0QH936Z        ,8,Unknown,Unknown,,
0JPT00Z        ,8,Unknown,Unknown,,
0JR607Z        ,8,Unknown,Unknown,,
0JDC3ZZ        ,8,Unknown,Unknown,,
0TFB4ZZ        ,8,Unknown,Unknown,,
0PQV0ZZ        ,8,Unknown,Unknown,,
0J8R3ZZ        ,8,Unknown,Unknown,,
B30SZZZ        ,8,Unknown,Unknown,,
05.11          ,8,Unknown,Unknown,,
0SBD0ZX        ,8,Unknown,Unknown,,
B847ZZZ        ,8,Unknown,Unknown,,
57.98          ,8,Unknown,Unknown,,
4A123CZ        ,8,Unknown,Unknown,,
98.16          ,8,Unknown,Unknown,,
46.24          ,8,335,APERTURA RETARDADA DE ILEOSTOMIA,,
0RQQ0ZZ        ,8,Unknown,Unknown,,
009100Z        ,8,Unknown,Unknown,,
0U5M0ZZ        ,8,Unknown,Unknown,,
0DBA4ZZ        ,8,Unknown,Unknown,,
0PTN0ZZ        ,8,Unknown,Unknown,,
0D9W4ZX        ,8,Unknown,Unknown,,
0BQ13ZZ        ,8,Unknown,Unknown,,
08C23ZZ        ,8,Unknown,Unknown,,
0RGW0ZZ        ,8,Unknown,Unknown,,
0SNQ0ZZ        ,8,Unknown,Unknown,,
079T4ZX        ,8,Unknown,Unknown,,
0DQV0ZZ        ,8,Unknown,Unknown,,
2W3MX2Z        ,8,Unknown,Unknown,,
0F9230Z        ,8,Unknown,Unknown,,
0BB63ZX        ,8,Unknown,Unknown,,
42.65          ,8,Unknown,Unknown,,
0J9900Z        ,8,Unknown,Unknown,,
0W9600Z        ,8,Unknown,Unknown,,
0RGR04Z        ,8,Unknown,Unknown,,
03UL0KZ        ,8,Unknown,Unknown,,
09TQ4ZZ        ,8,Unknown,Unknown,,
0D7M8DZ        ,8,Unknown,Unknown,,
0UBC4ZZ        ,8,Unknown,Unknown,,
0RHN04Z        ,8,Unknown,Unknown,,
08C33ZZ        ,8,Unknown,Unknown,,
0UQ97ZZ        ,8,Unknown,Unknown,,
35.63          ,8,Unknown,Unknown,,
0PUL07Z        ,8,Unknown,Unknown,,
0YQ64ZZ        ,8,Unknown,Unknown,,
0QHN05Z        ,8,Unknown,Unknown,,
0RBV0ZZ        ,8,Unknown,Unknown,,
B240YZZ        ,8,Unknown,Unknown,,
041L49L        ,8,Unknown,Unknown,,
09CR0ZZ        ,8,Unknown,Unknown,,
0UJD0ZZ        ,8,Unknown,Unknown,,
3E04317        ,8,Unknown,Unknown,,
02703Z6        ,8,Unknown,Unknown,,
0LM10ZZ        ,8,Unknown,Unknown,,
32.22          ,8,1696,REDUCCION QUIRURGICA DE VOLUMEN PULMONAR,,
91.79          ,8,Unknown,Unknown,,
0HQCXZZ        ,8,Unknown,Unknown,,
0D1B074        ,8,Unknown,Unknown,,
0CX10ZZ        ,8,Unknown,Unknown,,
0DBC0ZZ        ,8,Unknown,Unknown,,
0H51XZD        ,8,Unknown,Unknown,,
0PPJ34Z        ,8,Unknown,Unknown,,
90.23          ,8,Unknown,Unknown,,
0BBN4ZZ        ,8,Unknown,Unknown,,
0TM60ZZ        ,8,Unknown,Unknown,,
0F990ZZ        ,8,Unknown,Unknown,,
48.21          ,8,Unknown,Unknown,,
BQ0QZZZ        ,8,Unknown,Unknown,,
0T9D7ZZ        ,8,Unknown,Unknown,,
03LG3ZZ        ,8,Unknown,Unknown,,
0PSR34Z        ,8,Unknown,Unknown,,
0HRAX74        ,8,Unknown,Unknown,,
0Y6N0ZD        ,8,Unknown,Unknown,,
0DQH0ZZ        ,8,Unknown,Unknown,,
0JB43ZZ        ,8,Unknown,Unknown,,
0JXN0ZC        ,8,Unknown,Unknown,,
0UBC4ZX        ,8,Unknown,Unknown,,
3E0F3TZ        ,8,Unknown,Unknown,,
0JH60NZ        ,8,Unknown,Unknown,,
03JY3ZZ        ,8,Unknown,Unknown,,
0T978ZZ        ,8,Unknown,Unknown,,
3E02305        ,8,Unknown,Unknown,,
0DH68DZ        ,8,Unknown,Unknown,,
0PSJ35Z        ,8,Unknown,Unknown,,
0Y6R0Z3        ,8,Unknown,Unknown,,
0QHB04Z        ,8,Unknown,Unknown,,
0WBH4ZZ        ,8,Unknown,Unknown,,
0DH60UZ        ,8,Unknown,Unknown,,
0PPC34Z        ,8,Unknown,Unknown,,
F07H3FZ        ,8,Unknown,Unknown,,
2W3JX1Z        ,8,Unknown,Unknown,,
3E0R30M        ,8,Unknown,Unknown,,
0VH001Z        ,8,Unknown,Unknown,,
C030KZZ        ,8,Unknown,Unknown,,
0CBJ0ZZ        ,8,Unknown,Unknown,,
B226Y0Z        ,8,Unknown,Unknown,,
84.45          ,8,597,COLOCACION DE PROTESIS ENCIMA DE LA RODILLA,,
0D1L0ZP        ,8,Unknown,Unknown,,
0RBN4ZZ        ,8,Unknown,Unknown,,
0CJS4ZZ        ,8,Unknown,Unknown,,
04JY3ZZ        ,8,Unknown,Unknown,,
89.56          ,8,Unknown,Unknown,,
0QHF04Z        ,8,Unknown,Unknown,,
0QQ60ZZ        ,8,Unknown,Unknown,,
64.19          ,8,Unknown,Unknown,,
037H4DZ        ,8,Unknown,Unknown,,
01N44ZZ        ,8,Unknown,Unknown,,
0PSLXZZ        ,8,Unknown,Unknown,,
63.6           ,8,250,VASOTOMIA,,
089Y7ZZ        ,8,Unknown,Unknown,,
BF25Y0Z        ,8,Unknown,Unknown,,
BQ0PZZZ        ,8,Unknown,Unknown,,
0SR30JZ        ,8,Unknown,Unknown,,
55.12          ,8,1682,PIELOSTOMIA,,
09BQ4ZX        ,8,Unknown,Unknown,,
02HV43Z        ,8,Unknown,Unknown,,
02.03          ,8,Unknown,Unknown,,
B31T0ZZ        ,8,Unknown,Unknown,,
BN04ZZZ        ,8,Unknown,Unknown,,
F0736DZ        ,8,Unknown,Unknown,,
3E083KZ        ,8,Unknown,Unknown,,
BT30ZZZ        ,8,Unknown,Unknown,,
047K4DZ        ,8,Unknown,Unknown,,
0Y913ZZ        ,8,Unknown,Unknown,,
08QP3ZZ        ,8,Unknown,Unknown,,
BP4HZZZ        ,8,Unknown,Unknown,,
0DV44CZ        ,8,Unknown,Unknown,,
B42F1ZZ        ,8,Unknown,Unknown,,
09BP3ZZ        ,8,Unknown,Unknown,,
09TV4ZZ        ,8,Unknown,Unknown,,
0H9TXZZ        ,8,Unknown,Unknown,,
BR03ZZZ        ,8,Unknown,Unknown,,
0RG60A1        ,8,Unknown,Unknown,,
0FB20ZX        ,8,Unknown,Unknown,,
0RHJ48Z        ,8,Unknown,Unknown,,
0D748ZZ        ,8,Unknown,Unknown,,
87.99          ,8,Unknown,Unknown,,
0C5V7ZZ        ,8,Unknown,Unknown,,
0WBLXZZ        ,8,Unknown,Unknown,,
0SG347J        ,8,Unknown,Unknown,,
0D1N4ZN        ,8,Unknown,Unknown,,
002UXYZ        ,8,Unknown,Unknown,,
0J510ZZ        ,8,Unknown,Unknown,,
0TP94DZ        ,8,Unknown,Unknown,,
0GBG4ZX        ,8,Unknown,Unknown,,
0Q800ZZ        ,8,Unknown,Unknown,,
C71YYZZ        ,8,Unknown,Unknown,,
0Y6Q0Z3        ,8,Unknown,Unknown,,
0RBA0ZZ        ,8,Unknown,Unknown,,
06BP0ZX        ,8,Unknown,Unknown,,
46.31          ,8,Unknown,Unknown,,
0D5M8ZZ        ,8,Unknown,Unknown,,
0TB18ZX        ,8,Unknown,Unknown,,
3E0R3KZ        ,8,Unknown,Unknown,,
91.11          ,8,Unknown,Unknown,,
0NH004Z        ,8,Unknown,Unknown,,
0DQP4ZZ        ,8,Unknown,Unknown,,
B315ZZZ        ,8,Unknown,Unknown,,
B30TZZZ        ,8,Unknown,Unknown,,
0JX90ZC        ,8,Unknown,Unknown,,
83.71          ,8,1894,ADELANTAMIENTO DE TENDON,,
0YQV0ZZ        ,8,Unknown,Unknown,,
0KB90ZZ        ,8,Unknown,Unknown,,
35.20          ,8,Unknown,Unknown,,
0QQG0ZZ        ,8,Unknown,Unknown,,
04Q20ZZ        ,8,Unknown,Unknown,,
0DNP0ZZ        ,8,Unknown,Unknown,,
17.69          ,8,1305,TERAPIA TERMICA INTERSTICIAL POR LASER (LITT) DE LESION O TEJIDO DE OTRO SITIO O DE SITIO NO ESPECIFICADO MEDIANTE GUIADO,,
0KBR0ZX        ,8,Unknown,Unknown,,
05.0           ,8,Unknown,Unknown,,
0RUG0JZ        ,8,Unknown,Unknown,,
02RH08Z        ,8,Unknown,Unknown,,
03180JD        ,8,Unknown,Unknown,,
0LNN0ZZ        ,8,Unknown,Unknown,,
0SG00ZJ        ,8,Unknown,Unknown,,
03HY03Z        ,8,Unknown,Unknown,,
BR3CYZZ        ,8,Unknown,Unknown,,
BW2G10Z        ,8,Unknown,Unknown,,
0TF3XZZ        ,8,Unknown,Unknown,,
06H04DZ        ,8,Unknown,Unknown,,
09.20          ,8,445,"EXCISION DE GLANDULA LAGRIMAL, N. E. O. M.",,
0UN54ZZ        ,8,Unknown,Unknown,,
0QP70JZ        ,8,Unknown,Unknown,,
0H0V0ZZ        ,8,Unknown,Unknown,,
B32S0ZZ        ,8,Unknown,Unknown,,
0YQ5XZZ        ,8,Unknown,Unknown,,
0RGU04Z        ,8,Unknown,Unknown,,
0HRBX74        ,8,Unknown,Unknown,,
0T9800Z        ,8,Unknown,Unknown,,
0TN60ZZ        ,8,Unknown,Unknown,,
B412YZZ        ,8,Unknown,Unknown,,
0MUP4JZ        ,8,Unknown,Unknown,,
0YQT0ZZ        ,8,Unknown,Unknown,,
0Y6V0Z2        ,8,Unknown,Unknown,,
0RGA3J1        ,8,Unknown,Unknown,,
0FPB80Z        ,8,Unknown,Unknown,,
63.01          ,8,866,"BIOPSIA DE CORDON ESPERMATICO, EPIDIDIMO O CONDUCTO DEFERENT",,
0UT67ZZ        ,8,Unknown,Unknown,,
02700ZZ        ,8,Unknown,Unknown,,
F00ZHYZ        ,8,Unknown,Unknown,,
0HBXXZZ        ,8,Unknown,Unknown,,
05BY0ZZ        ,8,Unknown,Unknown,,
0DQ84ZZ        ,8,Unknown,Unknown,,
0F793ZZ        ,8,Unknown,Unknown,,
0KQS0ZZ        ,8,Unknown,Unknown,,
0D168ZA        ,8,Unknown,Unknown,,
0H5NXZZ        ,8,Unknown,Unknown,,
2W2PX4Z        ,8,Unknown,Unknown,,
0TB48ZX        ,8,Unknown,Unknown,,
0SG107J        ,8,Unknown,Unknown,,
0HNT0ZZ        ,8,Unknown,Unknown,,
F0756ZZ        ,8,Unknown,Unknown,,
0NSV0ZZ        ,8,Unknown,Unknown,,
0KQ80ZZ        ,8,Unknown,Unknown,,
0JQ13ZZ        ,8,Unknown,Unknown,,
0W3Q8ZZ        ,8,Unknown,Unknown,,
BR19ZZZ        ,8,Unknown,Unknown,,
82.36          ,8,Unknown,Unknown,,
0DB54ZZ        ,8,Unknown,Unknown,,
08U80JZ        ,8,Unknown,Unknown,,
F13Z11Z        ,8,Unknown,Unknown,,
0WQN4ZZ        ,8,Unknown,Unknown,,
0B9P0ZZ        ,8,Unknown,Unknown,,
079T30Z        ,8,Unknown,Unknown,,
02UW3JZ        ,8,Unknown,Unknown,,
0H5V0ZZ        ,8,Unknown,Unknown,,
0RRS07Z        ,8,Unknown,Unknown,,
0HR8X74        ,8,Unknown,Unknown,,
047M3Z1        ,8,Unknown,Unknown,,
0H5AXZZ        ,8,Unknown,Unknown,,
B347ZZZ        ,8,Unknown,Unknown,,
0T973ZZ        ,8,Unknown,Unknown,,
0DQ74ZZ        ,8,Unknown,Unknown,,
0WUF4KZ        ,8,Unknown,Unknown,,
42.25          ,8,Unknown,Unknown,,
0Y9100Z        ,8,Unknown,Unknown,,
0FB03ZZ        ,8,Unknown,Unknown,,
16.59          ,8,Unknown,Unknown,,
94.61          ,8,Unknown,Unknown,,
08SC3ZZ        ,8,Unknown,Unknown,,
01.42          ,8,Unknown,Unknown,,
0KBN0ZZ        ,8,Unknown,Unknown,,
0SG13A0        ,8,Unknown,Unknown,,
0WQ50ZZ        ,8,Unknown,Unknown,,
30243T1        ,8,Unknown,Unknown,,
06BQ0ZX        ,8,Unknown,Unknown,,
99.37          ,8,Unknown,Unknown,,
0NBR0ZX        ,8,Unknown,Unknown,,
02JY3ZZ        ,8,Unknown,Unknown,,
0T548ZZ        ,8,Unknown,Unknown,,
0DBV0ZX        ,8,Unknown,Unknown,,
B245ZZ4        ,8,Unknown,Unknown,,
0T160ZD        ,8,Unknown,Unknown,,
F07K6HZ        ,8,Unknown,Unknown,,
03CH4ZZ        ,8,Unknown,Unknown,,
0PS8XZZ        ,8,Unknown,Unknown,,
79.28          ,8,Unknown,Unknown,,
0VS90ZZ        ,8,Unknown,Unknown,,
0TJB4ZZ        ,8,Unknown,Unknown,,
48.31          ,8,Unknown,Unknown,,
0DQ58ZZ        ,8,Unknown,Unknown,,
0MQ30ZZ        ,8,Unknown,Unknown,,
0PU30JZ        ,8,Unknown,Unknown,,
0HSXXZZ        ,8,Unknown,Unknown,,
CH201ZZ        ,8,Unknown,Unknown,,
03VG4DZ        ,8,Unknown,Unknown,,
0MNS0ZZ        ,8,Unknown,Unknown,,
09BR3ZZ        ,8,Unknown,Unknown,,
2W1NX6Z        ,8,Unknown,Unknown,,
03QY0ZZ        ,8,Unknown,Unknown,,
0Y6P0Z3        ,8,Unknown,Unknown,,
0WQ8XZZ        ,8,Unknown,Unknown,,
51.35          ,8,Unknown,Unknown,,
4A133R1        ,8,Unknown,Unknown,,
0B9L30Z        ,8,Unknown,Unknown,,
0SQN0ZZ        ,8,Unknown,Unknown,,
BR33Y0Z        ,8,Unknown,Unknown,,
0W920ZZ        ,8,Unknown,Unknown,,
0H50XZZ        ,8,Unknown,Unknown,,
09TR4ZZ        ,8,Unknown,Unknown,,
0YQS3ZZ        ,8,Unknown,Unknown,,
0U9L0ZX        ,8,Unknown,Unknown,,
0SJP4ZZ        ,8,Unknown,Unknown,,
08SM3ZZ        ,8,Unknown,Unknown,,
0TB08ZX        ,8,Unknown,Unknown,,
B31JZZZ        ,8,Unknown,Unknown,,
2W3QX3Z        ,8,Unknown,Unknown,,
0HC5XZZ        ,8,Unknown,Unknown,,
0UN60ZZ        ,8,Unknown,Unknown,,
0PU44JZ        ,8,Unknown,Unknown,,
87.34          ,8,Unknown,Unknown,,
2W2FX4Z        ,8,Unknown,Unknown,,
97.21          ,8,Unknown,Unknown,,
0PS404Z        ,8,Unknown,Unknown,,
0DNH0ZZ        ,8,Unknown,Unknown,,
0PQQ0ZZ        ,8,Unknown,Unknown,,
0H9LXZZ        ,8,Unknown,Unknown,,
07.79          ,8,1353,OTRA OPERACION SOBRE HIPOFISIS NCOC,,
0QP634Z        ,8,Unknown,Unknown,,
B418YZZ        ,8,Unknown,Unknown,,
0CTV7ZZ        ,8,Unknown,Unknown,,
81.34          ,8,1866,"REFUSION VERTEBRAL DORSAL Y DORSOLUMBAR, COLUMNA ANTERIOR, TECNICA ANTERIOR",,
0D7A8ZZ        ,8,Unknown,Unknown,,
0JH80DZ        ,8,Unknown,Unknown,,
0BTL4ZZ        ,8,Unknown,Unknown,,
0SSP0ZZ        ,8,Unknown,Unknown,,
0CQ00ZZ        ,8,Unknown,Unknown,,
0H0T0JZ        ,8,Unknown,Unknown,,
0RG1070        ,8,Unknown,Unknown,,
0M870ZZ        ,8,Unknown,Unknown,,
0P8H0ZZ        ,8,Unknown,Unknown,,
00B04ZX        ,8,Unknown,Unknown,,
0QPGX5Z        ,8,Unknown,Unknown,,
0SB34ZZ        ,8,Unknown,Unknown,,
0DVQ7DZ        ,8,Unknown,Unknown,,
B24CZZ4        ,8,Unknown,Unknown,,
0Q860ZZ        ,8,Unknown,Unknown,,
03LG0DZ        ,7,Unknown,Unknown,,
0JCP0ZZ        ,7,Unknown,Unknown,,
93.58          ,7,Unknown,Unknown,,
0RGX05Z        ,7,Unknown,Unknown,,
41.93          ,7,Unknown,Unknown,,
0F9000Z        ,7,Unknown,Unknown,,
12.71          ,7,Unknown,Unknown,,
66.96          ,7,Unknown,Unknown,,
0J0L0ZZ        ,7,Unknown,Unknown,,
0NSB0ZZ        ,7,Unknown,Unknown,,
08VX7DZ        ,7,Unknown,Unknown,,
0UB54ZX        ,7,Unknown,Unknown,,
0CQ7XZZ        ,7,Unknown,Unknown,,
0HQHXZZ        ,7,Unknown,Unknown,,
0BBD4ZZ        ,7,Unknown,Unknown,,
0RSK3ZZ        ,7,Unknown,Unknown,,
B410ZZZ        ,7,Unknown,Unknown,,
0JPT33Z        ,7,Unknown,Unknown,,
0CQS8ZZ        ,7,Unknown,Unknown,,
09TU4ZZ        ,7,Unknown,Unknown,,
87.06          ,7,Unknown,Unknown,,
09BR4ZX        ,7,Unknown,Unknown,,
0RG80J1        ,7,Unknown,Unknown,,
08R53KZ        ,7,Unknown,Unknown,,
0D738ZZ        ,7,Unknown,Unknown,,
0210098        ,7,Unknown,Unknown,,
0QPD34Z        ,7,Unknown,Unknown,,
0CBM0ZX        ,7,Unknown,Unknown,,
07B24ZX        ,7,Unknown,Unknown,,
0SBD3ZZ        ,7,Unknown,Unknown,,
0SGQ3ZZ        ,7,Unknown,Unknown,,
099470Z        ,7,Unknown,Unknown,,
02723ZZ        ,7,Unknown,Unknown,,
0H0U0ZZ        ,7,Unknown,Unknown,,
00960ZZ        ,7,Unknown,Unknown,,
0UT5FZZ        ,7,Unknown,Unknown,,
099S4ZZ        ,7,Unknown,Unknown,,
57.82          ,7,Unknown,Unknown,,
16.81          ,7,Unknown,Unknown,,
4A1D7LZ        ,7,Unknown,Unknown,,
0UN78ZZ        ,7,Unknown,Unknown,,
0HR3X73        ,7,Unknown,Unknown,,
94.01          ,7,Unknown,Unknown,,
F07Z9CZ        ,7,Unknown,Unknown,,
0BBH4ZX        ,7,Unknown,Unknown,,
84.66          ,7,1639,"REVISION O SUSTITUCION DE PROTESIS ARTIFICIAL DE DISCO INTERVERTEBRAL, CERVICAL ",,
0YB60ZX        ,7,Unknown,Unknown,,
07B00ZZ        ,7,Unknown,Unknown,,
04VA3DZ        ,7,Unknown,Unknown,,
0RBS0ZZ        ,7,Unknown,Unknown,,
02U54JZ        ,7,Unknown,Unknown,,
F08L5CZ        ,7,Unknown,Unknown,,
02.13          ,7,Unknown,Unknown,,
0WJP7ZZ        ,7,Unknown,Unknown,,
0HJPXZZ        ,7,Unknown,Unknown,,
BU45ZZZ        ,7,Unknown,Unknown,,
0TC64ZZ        ,7,Unknown,Unknown,,
02.92          ,7,Unknown,Unknown,,
BR32Y0Z        ,7,Unknown,Unknown,,
0YQR3ZZ        ,7,Unknown,Unknown,,
3E1L38Z        ,7,Unknown,Unknown,,
0SGN07Z        ,7,Unknown,Unknown,,
CP1YYZZ        ,7,Unknown,Unknown,,
0SH304Z        ,7,Unknown,Unknown,,
0DB67ZZ        ,7,Unknown,Unknown,,
08RPXJZ        ,7,Unknown,Unknown,,
0H9NXZX        ,7,Unknown,Unknown,,
09HD0SZ        ,7,Unknown,Unknown,,
0TNB0ZZ        ,7,Unknown,Unknown,,
0RBU0ZZ        ,7,Unknown,Unknown,,
3E1G88Z        ,7,Unknown,Unknown,,
07.53          ,7,Unknown,Unknown,,
09PD0SZ        ,7,Unknown,Unknown,,
01PY0MZ        ,7,Unknown,Unknown,,
08RPX7Z        ,7,Unknown,Unknown,,
07T54ZZ        ,7,Unknown,Unknown,,
0TC77ZZ        ,7,Unknown,Unknown,,
0PPM04Z        ,7,Unknown,Unknown,,
09CV4ZZ        ,7,Unknown,Unknown,,
0WJG3ZZ        ,7,Unknown,Unknown,,
0PT20ZZ        ,7,Unknown,Unknown,,
0H54XZZ        ,7,Unknown,Unknown,,
0CCH0ZZ        ,7,Unknown,Unknown,,
0C9M7ZX        ,7,Unknown,Unknown,,
0CTV0ZZ        ,7,Unknown,Unknown,,
0QH606Z        ,7,Unknown,Unknown,,
F02ZHZZ        ,7,Unknown,Unknown,,
0KB60ZZ        ,7,Unknown,Unknown,,
0U510ZZ        ,7,Unknown,Unknown,,
0LMR0ZZ        ,7,Unknown,Unknown,,
0XBK0ZX        ,7,Unknown,Unknown,,
0PSF44Z        ,7,Unknown,Unknown,,
